City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
364,Wajima,JP,37.4,136.9,77.31,76,91,5.93,overcast clouds
365,Senanga,ZM,-16.12,23.27,60.91,33,0,4.99,clear sky
366,Pisco,PE,-13.7,-76.22,66.0,72,7,11.41,clear sky
367,Dongsheng,CN,39.82,109.98,66.79,44,0,4.74,clear sky
368,Srednekolymsk,RU,67.45,153.68,54.91,60,72,2.13,broken clouds
369,Buchanan,LR,5.88,-10.05,78.8,83,75,6.93,broken clouds
370,Santiago,CL,-33.46,-70.65,66.2,29,44,4.7,scattered clouds
371,Ararangua,BR,-28.93,-49.49,70.05,61,100,4.43,overcast clouds
372,Bathurst,AU,-33.42,149.58,43.0,31,100,0.34,overcast clouds
373,Huanren,CN,41.26,125.37,67.69,93,100,1.25,overcast clouds
374,Bonfim,BR,3.08,-59.95,85.87,64,0,7.56,light rain
375,Port Moresby,PG,-9.44,147.18,73.4,88,75,3.36,broken clouds
376,Saint-Joseph,RE,-21.37,55.62,69.8,60,90,12.75,overcast clouds
377,Tiarei,PF,-17.53,-149.33,80.6,69,75,9.17,broken clouds
378,Igrim,RU,63.19,64.42,67.51,85,100,9.17,overcast clouds
379,Batagay-Alyta,RU,67.8,130.41,49.24,75,100,1.92,overcast clouds
380,Coari,BR,-4.08,-63.14,94.57,31,21,2.82,few clouds
381,Eyl,SO,7.98,49.82,79.61,66,0,24.9,clear sky
382,Tazmalt,DZ,36.39,4.4,82.4,83,20,6.93,few clouds
383,Tshela,CD,-4.98,12.93,70.45,78,36,4.21,scattered clouds
384,Talnakh,RU,69.49,88.4,59.0,67,97,4.47,overcast clouds
385,Yulara,AU,-25.24,130.99,41.0,23,0,5.82,clear sky
386,Fairbanks,US,64.84,-147.72,66.2,82,40,5.82,scattered clouds
387,Moose Factory,CA,51.26,-80.61,59.0,67,90,10.29,overcast clouds
388,Plettenberg Bay,ZA,-34.05,23.37,63.41,53,0,1.25,clear sky
389,Saldanha,ZA,-33.01,17.94,59.0,72,0,2.24,clear sky
390,Niamtougou,TG,9.77,1.11,77.0,73,40,6.93,scattered clouds
391,Florence,IT,43.77,11.25,86.0,58,8,11.41,clear sky
392,College,US,64.86,-147.8,66.2,72,75,8.05,broken clouds
393,Izhma,RU,65.01,53.91,54.43,96,100,7.81,moderate rain
394,Andenes,NO,69.31,16.12,60.8,82,0,13.87,clear sky
395,Asau,RO,46.43,26.4,59.0,79,0,0.78,clear sky
396,Paris,FR,48.85,2.35,73.99,43,27,9.17,scattered clouds
397,Codrington,AU,-38.27,141.97,42.06,88,51,9.04,broken clouds
398,Miraflores,MX,19.22,-98.81,78.8,49,40,3.27,scattered clouds
399,Suoyarvi,RU,62.08,32.35,52.86,93,98,3.6,overcast clouds
400,Duki,PK,30.15,68.57,91.06,30,0,8.28,clear sky
401,Haines Junction,CA,60.75,-137.51,60.28,59,100,8.08,overcast clouds
402,Kirkwall,GB,58.98,-2.96,55.4,82,20,13.87,few clouds
403,Misratah,LY,32.38,15.09,82.65,69,0,10.02,clear sky
404,Hambantota,LK,6.12,81.12,77.0,100,75,3.36,broken clouds
405,Sfantu Gheorghe,RO,45.87,25.78,64.0,74,0,3.89,clear sky
406,Brokopondo,SR,4.75,-55.17,83.08,64,13,1.99,light rain
407,Sur,OM,22.57,59.53,84.31,70,18,12.08,few clouds
408,Pandan,PH,14.05,124.17,79.41,80,100,3.8,overcast clouds
409,Hami,CN,42.8,93.45,82.65,15,100,3.87,overcast clouds
410,Jasidih,IN,24.52,86.65,86.72,65,100,3.89,overcast clouds
411,Oranjemund,NA,-28.55,16.43,68.27,28,0,5.86,clear sky
412,Vila Velha,BR,-20.33,-40.29,75.2,60,20,14.99,few clouds
413,Havoysund,NO,71.0,24.66,50.0,87,75,2.24,broken clouds
414,Novo Aripuana,BR,-5.12,-60.38,98.29,20,98,3.8,overcast clouds
415,Quatre Cocos,MU,-20.21,57.76,69.8,73,75,17.22,broken clouds
416,Ahuimanu,US,21.44,-157.84,78.8,73,40,8.05,scattered clouds
417,Melfi,IT,41.0,15.65,84.2,42,75,1.12,broken clouds
418,Dneprovskaya,RU,45.62,38.81,69.01,80,0,5.59,clear sky
419,Saint-Pierre,RE,-21.34,55.48,69.8,60,90,12.75,overcast clouds
420,Murgab,TM,37.5,61.97,84.2,35,0,5.57,clear sky
421,Kenai,US,60.55,-151.26,57.2,93,90,6.93,mist
422,Vangaindrano,MG,-23.35,47.6,64.42,72,100,3.65,overcast clouds
423,Manresa,ES,41.73,1.83,82.0,63,0,4.0,clear sky
424,Mahibadhoo,MV,3.78,72.97,82.51,80,100,14.07,light rain
425,Millinocket,US,45.66,-68.71,84.2,54,40,8.05,scattered clouds
426,Mumbwa,ZM,-14.98,27.06,54.46,46,0,5.21,clear sky
427,Kommunisticheskiy,RU,61.68,64.48,71.26,55,100,9.42,overcast clouds
428,Mochalishche,RU,56.33,48.35,59.0,93,75,2.24,light intensity shower rain
429,Varzea Da Palma,BR,-17.6,-44.73,82.06,31,0,9.31,clear sky
430,Seoul,KR,37.57,126.98,78.8,94,90,3.36,moderate rain
431,Mayor Pablo Lagerenza,PY,-19.93,-60.77,97.23,19,18,9.26,few clouds
432,Hokitika,NZ,-42.72,170.97,51.37,87,100,2.91,light rain
433,Borogontsy,RU,62.67,131.17,56.05,54,97,3.33,overcast clouds
434,Cap Malheureux,MU,-19.98,57.61,69.01,74,33,7.0,scattered clouds
435,Butler,US,39.45,-84.57,77.0,69,90,8.05,overcast clouds
436,Jacksonville,US,30.33,-81.66,90.0,59,75,10.29,shower rain
437,Coquimbo,CL,-29.95,-71.34,62.6,59,0,11.41,clear sky
438,Bintulu,MY,3.17,113.03,77.0,94,40,5.82,scattered clouds
439,Rocha,UY,-34.48,-54.33,65.64,80,100,0.81,overcast clouds
440,Punta De Bombon,PE,-17.17,-71.79,62.28,72,100,7.65,overcast clouds
441,Stanesti,RO,43.92,25.83,78.01,44,0,9.51,clear sky
442,Sompeta,IN,18.93,84.6,84.49,78,95,9.84,overcast clouds
443,Qinhuangdao,CN,39.93,119.59,75.06,91,28,4.94,scattered clouds
444,Isangel,VU,-19.55,169.27,60.8,72,0,4.7,clear sky
445,Rondonopolis,BR,-16.47,-54.64,94.84,18,0,7.4,clear sky
446,Da Nang,VN,16.07,108.22,78.8,88,75,8.05,broken clouds
447,Treinta Y Tres,UY,-33.23,-54.38,75.27,71,100,5.06,overcast clouds
448,Chapais,CA,49.78,-74.85,64.4,88,90,9.17,thunderstorm with light rain
449,Miri,MY,4.41,114.01,78.8,94,40,1.12,scattered clouds
450,Ouadda,CF,8.08,22.4,69.98,93,99,3.6,moderate rain
451,Itambacuri,BR,-18.03,-41.69,72.68,61,27,6.8,light rain
452,Nioro,GM,13.35,-15.75,78.44,88,100,3.38,overcast clouds
453,Richards Bay,ZA,-28.78,32.04,66.06,77,0,15.75,clear sky
454,Uitenhage,ZA,-33.76,25.4,68.0,37,0,9.17,clear sky
455,Laguna,US,38.42,-121.42,82.99,47,1,3.36,clear sky
456,Saint Simons,US,31.14,-81.39,89.6,70,20,11.41,few clouds
457,Pasni,PK,25.26,63.47,84.06,84,96,10.27,overcast clouds
458,Yar-Sale,RU,66.83,70.83,60.98,69,84,10.54,broken clouds
459,Mosquera,CO,4.71,-74.23,68.0,34,40,16.11,scattered clouds
460,Clarence Town,AU,-32.58,151.78,48.0,100,88,4.7,overcast clouds
461,Popondetta,PG,-8.75,148.25,72.09,83,8,2.15,clear sky
462,Longido,TZ,-2.73,36.68,63.41,61,49,12.5,scattered clouds
463,Ixtapa,MX,20.7,-105.2,89.01,74,75,5.82,broken clouds
464,Hof,DE,50.32,11.92,64.0,97,100,5.99,overcast clouds
465,Simao,CN,22.79,100.97,69.3,86,100,2.66,overcast clouds
466,Leiva,CO,1.93,-77.3,78.8,31,20,8.05,few clouds
467,Manavalakurichi,IN,8.13,77.3,80.6,88,90,1.12,mist
468,Kutum,SD,14.2,24.67,73.53,76,83,11.32,light rain
469,Rosarito,MX,32.33,-117.03,80.6,57,1,5.82,clear sky
470,Soyo,AO,-6.13,12.37,72.66,85,0,7.45,clear sky
471,Yantal,RU,56.85,105.25,56.57,75,0,4.63,clear sky
472,Mizdah,LY,31.45,12.98,87.08,16,4,12.75,clear sky
473,Nouadhibou,MR,20.93,-17.03,75.2,78,0,25.28,clear sky
474,Kodinar,IN,20.79,70.7,84.15,84,100,7.67,overcast clouds
475,Kamyaran,IR,34.8,46.94,84.2,13,0,9.17,clear sky
476,Tulsipur,NP,28.13,82.3,84.99,82,20,5.01,few clouds
477,Geraldton,AU,-28.77,114.6,57.2,93,75,8.05,broken clouds
478,Olonets,RU,60.98,32.97,54.88,89,88,2.15,overcast clouds
479,Ust-Ilimsk,RU,58.0,102.66,54.55,75,58,3.58,broken clouds
480,Kirovskiy,RU,45.09,133.51,69.69,95,100,2.8,overcast clouds
481,Coihaique,CL,-45.58,-72.07,46.4,65,75,1.72,broken clouds
482,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,76.78,75,87,14.36,overcast clouds
483,Port Hardy,CA,50.7,-127.42,57.2,93,90,2.24,light rain
484,Paramonga,PE,-10.67,-77.83,66.06,69,13,10.25,few clouds
485,Vardo,NO,70.37,31.11,50.0,87,75,10.29,shower rain
486,Nola,IT,40.92,14.53,82.99,65,0,2.24,clear sky
487,Auchel,FR,50.5,2.47,66.99,76,0,8.46,clear sky
488,Jiexiu,CN,37.02,111.91,79.52,55,100,4.12,overcast clouds
489,Pareora,NZ,-44.49,171.21,48.0,97,100,2.39,overcast clouds
490,Olafsvik,IS,64.89,-23.71,47.23,87,53,19.1,broken clouds
491,Taybad,IR,34.74,60.78,76.71,18,0,11.23,clear sky
492,Kholm,RU,59.27,32.85,55.36,80,44,3.6,scattered clouds
493,Vao,NC,-22.67,167.48,67.75,72,0,14.12,clear sky
494,Port Hedland,AU,-20.32,118.57,60.8,100,100,2.24,overcast clouds
495,Porto Walter,BR,-8.27,-72.74,94.3,25,0,3.6,clear sky
496,Baykit,RU,61.67,96.37,59.65,86,49,3.33,scattered clouds
497,Noumea,NC,-22.28,166.46,69.01,93,90,5.23,overcast clouds
498,Lucapa,AO,-8.42,20.74,74.64,29,100,4.63,overcast clouds
499,Bonthe,SL,7.53,-12.51,73.99,87,100,9.08,overcast clouds
500,Laguna De Perlas,NI,12.34,-83.67,87.8,70,20,4.7,few clouds
501,Gorahun,SL,7.47,-11.24,71.56,98,100,1.9,light rain
502,Mayo,US,38.89,-76.51,91.99,62,20,4.7,few clouds
503,Kaili,ID,-3.46,120.21,68.52,92,100,1.14,overcast clouds
504,Micheweni,TZ,-4.97,39.83,75.2,81,0,13.53,clear sky
505,Neryungri,RU,56.67,124.65,55.15,93,100,3.49,light rain
506,Imbituba,BR,-28.24,-48.67,77.0,53,4,10.29,clear sky
507,San Carlos De Bariloche,AR,-41.15,-71.31,48.2,45,75,11.41,broken clouds
508,Qasigiannguit,GL,68.82,-51.19,50.0,61,20,5.82,few clouds
509,Fallon,US,39.47,-118.78,93.0,11,20,8.05,few clouds
510,Wattegama,LK,6.8,81.48,77.0,100,75,3.36,broken clouds
511,Tevaitoa,PF,-16.78,-151.5,79.11,77,92,12.08,overcast clouds
512,Port Blair,IN,11.67,92.75,82.58,80,100,25.57,moderate rain
513,Kishtwar,IN,33.32,75.77,66.24,70,17,3.36,few clouds
514,Townsville,AU,-19.25,146.8,63.0,82,1,4.7,clear sky
515,Aneho,TG,6.23,1.6,77.0,83,20,12.75,few clouds
516,Poum,NC,-20.23,164.02,69.04,59,11,5.7,few clouds
517,Ilam,NP,26.92,87.92,82.4,88,40,1.12,scattered clouds
518,Liku,ID,-0.73,119.89,75.34,85,100,3.38,overcast clouds
519,Paldiski,EE,59.36,24.05,64.4,63,100,8.05,overcast clouds
520,Parrita,CR,9.52,-84.32,82.4,65,40,12.75,scattered clouds
521,Akcakoca,TR,41.09,31.12,69.75,73,0,8.25,clear sky
522,Wake Forest,US,35.98,-78.51,93.0,62,1,11.41,clear sky
523,Le Vauclin,MQ,14.55,-60.84,89.6,66,75,11.41,broken clouds
524,Awjilah,LY,29.11,21.29,89.46,36,0,16.06,clear sky
525,Zaysan,KZ,47.47,84.87,67.86,34,12,6.35,few clouds
526,Bida,NG,9.08,6.02,76.69,88,99,4.21,light rain
527,Caravelas,BR,-17.71,-39.25,73.31,70,1,12.06,light rain
528,Guican,CO,6.46,-72.41,60.57,67,60,2.24,light rain
529,Pemangkat,ID,1.17,108.97,77.97,92,100,7.47,overcast clouds
530,Bara,NG,10.37,10.73,75.4,87,100,5.23,overcast clouds
531,Mingguang,CN,32.78,117.96,80.65,87,100,7.81,overcast clouds
532,Qingdao,CN,36.1,120.37,82.4,78,1,6.71,light rain
533,Bulgan,MN,48.81,103.53,54.63,78,100,4.12,overcast clouds
534,Raypur,IN,22.41,88.51,89.6,94,40,6.93,haze
535,Mbekenyera,TZ,-10.0,38.98,70.0,75,62,6.4,broken clouds
536,Ati,TD,13.22,18.34,75.6,86,100,15.03,moderate rain
537,Westport,US,41.14,-73.36,84.0,83,90,9.17,overcast clouds
538,Lubyany,RU,56.04,51.4,59.0,77,0,1.45,clear sky
539,Santa Vitoria Do Palmar,BR,-33.52,-53.37,65.08,81,100,3.96,overcast clouds
540,Zharkent,KZ,44.16,80.0,70.81,44,2,1.81,clear sky
541,Tadine,NC,-21.55,167.88,65.97,70,28,10.49,scattered clouds
542,Cockburn Town,TC,21.46,-71.14,86.0,70,40,13.87,scattered clouds
543,Magrath,CA,49.42,-112.87,78.8,50,20,12.75,few clouds
544,Hanzhong,CN,33.07,107.03,73.27,85,0,0.38,clear sky
545,Warrington,GB,53.39,-2.58,63.0,63,100,10.29,overcast clouds
546,Diego De Almagro,CL,-26.37,-70.05,84.47,13,0,9.57,clear sky
547,Buraydah,SA,26.33,43.98,104.0,19,9,6.93,clear sky
548,Nenjiang,CN,49.18,125.22,66.38,96,100,5.95,moderate rain
549,Pali,IN,25.77,73.33,84.96,76,100,8.68,overcast clouds
550,Mirabad,AF,30.44,61.84,89.8,11,0,13.38,clear sky
551,Tselinnoye,RU,53.08,85.67,58.64,85,0,6.78,clear sky
552,Vyazma,RU,55.21,34.3,51.58,89,0,3.38,clear sky
553,Komsomolskiy,UZ,40.43,71.72,77.0,41,0,6.93,clear sky
554,Zhiryatino,RU,53.22,33.73,55.17,90,0,4.85,clear sky
555,Mitu,CO,1.2,-70.17,90.16,45,95,4.07,overcast clouds
556,Douglas,US,41.3,-96.17,78.8,54,40,8.05,scattered clouds
557,Kargasok,RU,59.06,80.86,61.32,89,99,2.91,overcast clouds
558,Barabai,ID,-2.58,115.38,73.92,95,99,1.12,light rain
559,Matay,EG,28.42,30.78,88.75,18,0,6.13,clear sky
560,Andrelandia,BR,-21.74,-44.31,69.04,43,0,8.16,clear sky
561,Cap-Aux-Meules,CA,47.38,-61.86,77.0,69,40,12.75,scattered clouds
562,Niimi,JP,34.98,133.47,75.0,95,86,0.4,overcast clouds
563,Emirdag,TR,39.02,31.15,69.08,39,0,7.23,clear sky
564,Sao Felix Do Xingu,BR,-6.64,-51.99,92.25,31,100,6.38,overcast clouds
565,Shenjiamen,CN,29.96,122.3,81.12,88,99,12.91,overcast clouds
566,Surgut,RU,61.25,73.42,69.8,73,20,6.71,few clouds
567,Kattivakkam,IN,13.22,80.32,78.8,88,90,11.41,thunderstorm with light rain
568,Stokmarknes,NO,68.56,14.91,68.0,77,15,8.05,few clouds
569,Chumikan,RU,54.72,135.31,48.67,93,83,2.86,broken clouds
570,Aden,YE,12.78,45.04,89.26,68,0,19.39,clear sky
571,Vancouver,CA,49.25,-123.12,75.0,60,75,12.75,broken clouds
572,Henties Bay,NA,-22.12,14.28,73.0,39,0,3.0,clear sky
573,Salima,MW,-13.78,34.46,71.17,57,73,11.21,broken clouds
574,Juneau,US,58.3,-134.42,57.2,93,90,12.75,light rain
575,Udachnyy,RU,66.42,112.4,62.6,48,100,4.47,overcast clouds
576,Kjollefjord,NO,70.95,27.35,50.0,87,75,2.24,broken clouds
577,Pascagoula,US,30.37,-88.56,96.8,47,75,5.82,broken clouds
578,Monrovia,LR,6.3,-10.8,78.8,83,75,6.93,broken clouds
579,Balagansk,RU,54.01,103.05,57.92,92,84,11.18,broken clouds
580,Esperanza,DO,19.58,-70.98,93.0,53,61,4.0,broken clouds
581,Montepuez,MZ,-13.13,39.0,66.02,77,0,7.76,clear sky
582,Diyarb Najm,EG,30.75,31.44,91.4,41,0,12.75,clear sky
583,Maiduguri,NG,11.85,13.16,77.11,81,91,11.23,light rain
584,Galveston,US,29.37,-94.97,93.99,59,1,9.17,clear sky
585,Murray Bridge,AU,-35.12,139.27,50.0,99,100,3.27,overcast clouds
586,Vondrozo,MG,-22.82,47.28,54.28,90,91,1.86,overcast clouds
587,San Quintin,MX,30.48,-115.95,80.29,53,0,8.39,clear sky
588,Shache,CN,38.42,77.24,74.91,21,42,5.32,scattered clouds
589,Anadyr,RU,64.75,177.48,50.0,81,75,12.68,shower rain
590,Orange Cove,US,36.62,-119.31,91.0,35,1,3.38,clear sky
591,Mackenzie,CA,55.3,-123.17,68.0,64,75,3.36,broken clouds
592,Biak,ID,-0.91,122.88,75.2,84,100,4.03,light rain
593,Kumano,JP,34.34,132.59,80.6,78,75,1.88,broken clouds
594,Ngunguru,NZ,-35.62,174.5,57.0,3,100,5.01,light rain
595,Gornyy,RU,55.12,83.91,57.96,93,0,6.22,clear sky
596,Playa Vicente,MX,17.83,-95.82,87.49,69,0,5.73,clear sky
597,Richmond,US,37.55,-77.46,98.01,52,40,13.87,scattered clouds
598,Egvekinot,RU,66.32,-179.17,43.57,70,12,1.57,few clouds
599,Jumla,NP,29.27,82.18,64.15,70,66,1.72,broken clouds
600,Floro,NO,61.6,5.03,55.4,87,75,8.05,shower rain
601,Moerai,PF,-22.43,-151.33,69.84,77,100,5.79,overcast clouds
602,Mardin,TR,37.31,40.74,91.4,17,0,6.93,clear sky
603,Trinidad,BO,-14.83,-64.9,91.4,38,20,5.82,few clouds
604,Elat,IL,29.56,34.95,91.4,59,0,5.1,clear sky
605,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,89.92,29,0,10.02,clear sky
606,Lac-Au-Saumon,CA,48.42,-67.35,82.99,73,40,9.17,scattered clouds
607,Phalaborwa,ZA,-23.94,31.14,64.4,55,0,5.82,clear sky
608,Nishihara,JP,26.18,127.76,84.2,83,75,17.22,broken clouds
609,Beisfjord,NO,68.38,17.6,68.0,60,11,2.24,few clouds
610,Inzer,RU,54.22,57.56,62.33,89,92,5.28,overcast clouds
611,Hirara,JP,24.8,125.28,83.52,82,100,33.87,moderate rain
612,Preobrazheniye,RU,42.9,133.91,67.86,94,100,7.78,light rain
613,Sarkand,KZ,45.41,79.92,70.68,37,98,4.81,overcast clouds
614,Ichchapuram,IN,19.12,84.7,84.94,77,90,7.7,overcast clouds
615,Touros,BR,-5.2,-35.46,82.4,69,40,11.41,scattered clouds
616,Lakatoro,VU,-16.1,167.42,75.2,88,40,6.93,scattered clouds
617,Mwense,ZM,-10.38,28.7,66.16,31,19,6.64,few clouds
618,Ubinskoye,RU,55.31,79.68,65.32,91,2,2.46,clear sky
619,Port Macquarie,AU,-31.43,152.92,43.0,98,6,4.5,clear sky
620,Ballina,AU,-28.87,153.57,51.01,100,79,6.55,broken clouds
621,Xining,CN,36.62,101.77,59.0,53,88,2.13,overcast clouds
622,Moron,AR,-34.65,-58.62,72.0,77,100,8.05,overcast clouds
623,Trat,TH,12.5,102.5,77.09,94,100,9.15,moderate rain
624,Kununurra,AU,-15.77,128.73,55.4,43,92,4.59,overcast clouds
625,Ishinomaki,JP,38.42,141.3,68.32,93,17,3.49,few clouds
626,Maryville,US,35.76,-83.97,84.99,54,90,11.41,overcast clouds
627,Boyuibe,BO,-20.42,-63.28,88.57,23,0,12.91,clear sky
628,Rorvik,NO,64.86,11.24,59.0,100,75,9.17,fog
629,Gamba,GA,-2.65,10.0,72.88,75,87,6.93,overcast clouds
630,Urumqi,CN,43.8,87.6,82.99,34,100,6.71,overcast clouds
631,Mujiayingzi,CN,42.12,118.78,69.39,49,0,8.37,clear sky
632,Tocache,PE,-8.18,-76.51,87.44,45,5,1.48,clear sky
633,Champerico,GT,14.3,-91.92,91.4,63,20,6.93,few clouds
634,High Level,CA,58.52,-117.14,78.8,65,20,4.7,few clouds
635,Kailua,US,21.4,-157.74,78.8,73,40,8.05,scattered clouds
636,Tiznit,MA,29.58,-9.5,89.08,28,26,1.99,scattered clouds
637,Puerto Madero,MX,14.72,-92.42,89.6,66,40,2.24,scattered clouds
638,Quixeramobim,BR,-5.2,-39.29,90.43,36,72,6.82,broken clouds
639,The Valley,AI,18.22,-63.06,89.6,74,20,10.29,few clouds
640,Antofagasta,CL,-23.65,-70.4,59.0,72,20,11.41,few clouds
641,Sile,TR,41.18,29.61,75.99,60,0,5.99,clear sky
642,Spilimbergo,IT,46.11,12.9,77.0,78,100,4.0,moderate rain
643,Miramar,US,25.99,-80.23,87.01,79,90,16.11,light rain
644,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,55.4,100,90,1.48,light intensity shower rain
645,Pontianak,ID,-0.03,109.33,77.5,92,100,2.93,overcast clouds
646,Sabha,LY,27.04,14.43,88.29,13,0,6.73,clear sky
647,Tolmachevo,RU,54.98,82.74,60.8,93,0,2.24,clear sky
648,Balkanabat,TM,39.51,54.37,92.57,13,0,9.22,clear sky
649,Grand Gaube,MU,-20.01,57.66,69.01,74,46,7.0,scattered clouds
650,Ibipeba,BR,-11.64,-42.01,81.07,32,2,13.09,clear sky
651,Susangerd,IR,31.56,48.18,96.8,25,0,2.24,clear sky
652,Gotsu,JP,35.0,132.22,75.45,82,100,4.56,overcast clouds
653,Itajuba,BR,-22.43,-45.45,78.8,29,20,4.7,few clouds
654,Bolshaya Glushitsa,RU,50.24,43.59,61.38,76,77,2.71,broken clouds
655,Koulamoutou,GA,-1.13,12.47,75.76,78,100,4.76,light rain
656,Solnechnyy,RU,50.72,136.63,52.7,88,100,8.46,overcast clouds
657,Trapani,IT,37.83,12.67,84.99,89,0,6.93,clear sky
658,Tranas,SE,58.04,14.98,66.2,72,37,16.11,scattered clouds
659,Kasungu,MW,-13.03,33.48,58.77,64,0,4.83,clear sky
660,Nanortalik,GL,60.14,-45.24,47.73,90,85,12.21,overcast clouds
661,Requena,ES,39.49,-1.1,82.0,74,9,1.01,clear sky
662,Springbok,ZA,-29.66,17.89,60.44,30,0,4.76,clear sky
663,Veracruz,MX,19.33,-96.67,90.0,66,40,10.29,scattered clouds
664,Llorente,PH,11.41,125.55,81.01,80,100,5.53,overcast clouds
665,Awash,ET,8.98,40.17,78.35,54,100,10.76,light rain
666,Anloga,GH,5.79,0.9,77.0,83,20,12.75,few clouds
667,Prince Rupert,CA,54.32,-130.32,59.0,100,90,3.18,overcast clouds
668,Safaga,EG,26.73,33.94,91.4,49,0,3.24,clear sky
669,Beruwala,LK,6.48,79.98,78.85,87,100,8.97,moderate rain
670,Praia,CV,14.92,-23.51,84.2,79,20,12.75,few clouds
671,Mackay,AU,-21.15,149.2,55.4,93,90,4.7,overcast clouds
672,Banikoara,BJ,11.3,2.44,76.37,88,100,4.61,moderate rain
673,Yinchuan,CN,38.47,106.27,80.33,16,100,6.73,overcast clouds
674,Cumberland,US,35.05,-78.87,93.99,49,20,12.75,few clouds
675,Grand-Santi,GF,4.25,-54.38,82.09,91,58,2.3,moderate rain
676,Obera,AR,-27.49,-55.12,79.59,45,0,2.71,clear sky
677,Concepcion De Buenos Aires,MX,19.97,-103.27,75.2,53,40,4.7,scattered clouds
678,Beeville,US,28.4,-97.75,93.2,52,1,5.82,clear sky
679,La Sarre,CA,48.8,-79.2,56.82,88,100,12.01,overcast clouds
680,Den Helder,NL,52.96,4.76,64.0,72,75,8.05,broken clouds
681,Oktyabrskoye,RU,43.06,44.74,64.4,100,100,6.71,light rain
682,Razole,IN,16.48,81.83,82.2,83,100,6.49,moderate rain
683,Grindavik,IS,63.84,-22.43,51.8,81,75,16.11,broken clouds
684,Tak,TH,16.58,98.83,68.7,100,100,4.94,moderate rain
685,Lumeje,AO,-11.55,20.78,65.19,28,100,5.86,overcast clouds
